Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2016-06-29,29,June,2016,32,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4.288,76,152,26,2016-June
2016-04-23,23,April,2016,37,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4.288,47,113,16,2016-April
2016-07-03,3,July,2016,62,M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",10,26,70.0,314,624,260,2016-July
2016-01-31,31,January,2016,26,F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,13,9,25.0,140,307,117,2016-January
2016-01-11,11,January,2016,34,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.144,25,101,26,2016-January
2016-06-21,21,June,2016,44,M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2555.648,854,2386,1482,2016-June
2016-01-20,20,January,2016,30,M,United States,California,Accessories,Fenders,Fender Set - Mountain,18,8,23.584000000000003,244,438,144,2016-January
2016-07-24,24,July,2016,68,F,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9.648,9,94,35,2016-July
2016-06-28,28,June,2016,33,M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2460.2400000000002,1076,3630,2504,2016-June
2016-06-11,11,June,2016,45,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2.144,8,66,8,2016-June
2016-03-23,23,March,2016,22,M,France,Val de Marne,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55.0,292,615,273,2016-March
2016-07-06,6,July,2016,23,M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,24,1,4.288,51,125,24,2016-July
2016-07-30,30,July,2016,65,M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35.0,205,437,182,2016-July
2016-03-01,1,March,2016,29,F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5.36,18,84,16,2016-March
2016-01-08,8,January,2016,25,M,Germany,Saarland,Bikes,Touring Bikes,"Touring-2000 Blue, 54",3,755,1215.0,724,3039,2265,2016-January
2016-06-26,26,June,2016,28,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35.0,17,80,13,2016-June
2016-05-17,17,May,2016,32,F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35.0,21,84,13,2016-May
2016-01-31,31,January,2016,26,F,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215.0,375,1180,755,2016-January
2016-06-03,3,June,2016,29,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5.36,58,148,40,2016-June
2016-05-22,22,May,2016,33,F,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384.0,401,1933,1482,2016-May
2016-05-25,25,May,2016,44,M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5.0,76,180,54,2016-May
2016-03-04,4,March,2016,45,F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.0,53,141,38,2016-March
2016-02-13,13,February,2016,37,F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,28,9,25.0,357,659,252,2016-February
2016-05-05,5,May,2016,55,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,37.52,320,565,195,2016-May
2016-06-17,17,June,2016,35,F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50.0,150,770,570,2016-June
2016-03-24,24,March,2016,20,F,Australia,Tasmania,Accessories,Tires and Tubes,ML Road Tire,10,9,25.0,113,253,90,2016-March
2016-07-29,29,July,2016,55,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5.36,46,128,32,2016-July
2016-03-18,18,March,2016,49,F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",15,38,50.0,173,793,570,2016-March
2016-07-08,8,July,2016,34,M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,26,8,22.0,358,616,208,2016-July
2016-03-23,23,March,2016,54,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2487.04,1008,2324,1266,2016-March
2016-03-09,9,March,2016,22,F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2.0,8,71,13,2016-March
2016-04-24,24,April,2016,34,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5.36,20,84,14,2016-April
2016-01-28,28,January,2016,28,F,Germany,Hessen,Clothing,Vests,"Classic Vest, M",7,24,64.0,249,467,168,2016-January
2016-04-04,4,April,2016,35,M,Australia,South Australia,Clothing,Vests,"Classic Vest, L",13,24,64.0,370,732,312,2016-April
2016-04-01,1,April,2016,26,F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,31,2,5.0,87,199,62,2016-April
2016-06-19,19,June,2016,27,M,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Red, 52",1,487,783.0,155,692,487,2016-June
2016-06-06,6,June,2016,32,M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120.0,140,280,90,2016-June
2016-03-21,21,March,2016,30,F,Germany,Hessen,Clothing,Vests,"Classic Vest, L",17,24,64.0,604,1062,408,2016-March
2016-01-25,25,January,2016,29,M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3835.6160000000004,1335,3556,2171,2016-January
2016-03-17,17,March,2016,54,F,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,17,8,21.0,207,393,136,2016-March
2016-04-18,18,April,2016,39,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.0,13,83,20,2016-April
2016-01-14,14,January,2016,25,M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320.0,1783,4365,2532,2016-January
2016-01-13,13,January,2016,38,M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8.576,16,81,15,2016-January
2016-05-05,5,May,2016,30,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",3,38,50.0,35,199,114,2016-May
2016-04-12,12,April,2016,28,F,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,25,7,9.0,34,259,175,2016-April
2016-01-19,19,January,2016,41,F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,53.6,11,99,38,2016-January
2016-04-18,18,April,2016,35,F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",28,38,50.0,280,1394,1064,2016-April
2016-02-27,27,February,2016,21,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2.0,9,68,9,2016-February
2016-05-08,8,May,2016,28,M,Germany,Hessen,Accessories,Tires and Tubes,Touring Tire,22,11,29.0,351,643,242,2016-May
2016-04-08,8,April,2016,33,M,United States,Washington,Accessories,Tires and Tubes,LL Mountain Tire,23,9,26.8,242,499,207,2016-April
2016-06-24,24,June,2016,35,F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",15,9,24.0,211,396,135,2016-June
2016-02-04,4,February,2016,26,F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5.0,14,76,12,2016-February
2016-04-11,11,April,2016,46,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35.0,384,720,286,2016-April
2016-03-30,30,March,2016,26,F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",14,38,50.0,42,624,532,2016-March
2016-03-06,6,March,2016,33,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5.0,27,95,18,2016-March
2016-04-27,27,April,2016,29,M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5.0,49,149,50,2016-April
2016-04-30,30,April,2016,32,F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2460.2400000000002,538,1840,1252,2016-April
2016-01-14,14,January,2016,56,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35.0,520,882,312,2016-January
2016-01-25,25,January,2016,41,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,6,8,23.584000000000003,55,153,48,2016-January
2016-05-18,18,May,2016,56,F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,7,9,25.0,89,202,63,2016-May
2016-02-20,20,February,2016,38,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5.36,49,133,34,2016-February
2016-02-23,23,February,2016,20,M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5.36,13,77,14,2016-February
2016-03-13,13,March,2016,30,F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.0,55,155,50,2016-March
2016-06-20,20,June,2016,41,M,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, M",1,9,24.0,10,69,9,2016-June
2016-06-11,11,June,2016,46,F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769.0,295,765,420,2016-June
2016-01-27,27,January,2016,25,F,France,Seine (Paris),Clothing,Vests,"Classic Vest, L",19,24,64.0,541,1047,456,2016-January
2016-02-05,5,February,2016,24,F,France,Pas de Calais,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.0,14,84,20,2016-February
2016-02-22,22,February,2016,44,F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35.0,63,165,52,2016-February
2016-06-01,1,June,2016,51,F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54.0,105,1037,882,2016-June
2016-05-18,18,May,2016,32,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,37.52,85,187,52,2016-May
2016-03-13,13,March,2016,34,M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769.0,318,788,420,2016-March
2016-01-22,22,January,2016,30,F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,9,8,21.0,77,199,72,2016-January
2016-04-10,10,April,2016,32,M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35.0,16,79,13,2016-April
2016-02-17,17,February,2016,30,M,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,26,11,30.0,330,666,286,2016-February
2016-04-24,24,April,2016,40,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5.36,23,97,24,2016-April
2016-06-17,17,June,2016,19,F,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5.0,35,109,24,2016-June
2016-01-24,24,January,2016,39,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2.0,23,96,23,2016-January
2016-05-26,26,May,2016,28,M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,2,13,37.52,43,119,26,2016-May
2016-02-23,23,February,2016,23,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35.0,330,588,208,2016-February
2016-06-26,26,June,2016,25,F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5.36,11,73,12,2016-June
2016-02-18,18,February,2016,29,M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8.0,98,211,63,2016-February
2016-04-05,5,April,2016,38,F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5.0,26,98,22,2016-April
2016-04-03,3,April,2016,32,M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320.0,636,1952,1266,2016-April
2016-05-10,10,May,2016,52,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2487.04,2015,4597,2532,2016-May
2016-02-20,20,February,2016,46,M,Germany,Bayern,Clothing,Caps,AWC Logo Cap,1,7,9.0,2,59,7,2016-February
2016-02-26,26,February,2016,58,F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2.144,13,86,23,2016-February
2016-05-07,7,May,2016,72,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,20,1,4.0,50,120,20,2016-May
2016-04-27,27,April,2016,28,M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10.72,64,158,44,2016-April
2016-03-10,10,March,2016,26,M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,21,8,21.0,255,473,168,2016-March
2016-01-19,19,January,2016,45,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578.0,942,3163,2171,2016-January
2016-04-06,6,April,2016,35,F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5.0,48,144,46,2016-April
2016-06-21,21,June,2016,35,M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5.0,26,98,22,2016-June
2016-01-18,18,January,2016,29,M,Australia,South Australia,Accessories,Tires and Tubes,HL Road Tire,18,12,33.0,271,537,216,2016-January
2016-06-23,23,June,2016,34,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,37.52,298,530,182,2016-June
2016-03-21,21,March,2016,19,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2.0,4,58,4,2016-March
2016-05-15,15,May,2016,51,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5.36,6,60,4,2016-May
2016-03-22,22,March,2016,19,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,25,101,26,2016-March
2016-01-21,21,January,2016,44,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5.0,59,149,40,2016-January
2016-03-15,15,March,2016,31,M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5.36,64,170,56,2016-March
2016-01-27,27,January,2016,43,F,Germany,Hessen,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30.0,169,329,110,2016-January
2016-03-14,14,March,2016,35,F,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",30,42,54.0,247,1557,1260,2016-March
2016-02-20,20,February,2016,28,M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,57.888000000000005,22,156,84,2016-February
2016-05-02,2,May,2016,50,M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5.36,55,143,38,2016-May
2016-07-24,24,July,2016,29,M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,37.52,393,742,299,2016-July
2016-06-29,29,June,2016,37,M,United States,California,Clothing,Caps,AWC Logo Cap,19,7,9.648,35,218,133,2016-June
2016-03-04,4,March,2016,42,F,Canada,British Columbia,Clothing,Socks,"Racing Socks, L",15,3,9.0,89,184,45,2016-March
2016-01-20,20,January,2016,40,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4.288,76,152,26,2016-January
2016-03-02,2,March,2016,29,M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540.0,126,520,344,2016-March
2016-04-21,21,April,2016,35,F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5.0,30,100,20,2016-April
2016-06-09,9,June,2016,42,M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5.36,4,58,4,2016-June
2016-01-07,7,January,2016,31,M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,9,1,4.0,27,86,9,2016-January
2016-02-27,27,February,2016,26,M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,19,3,8.576,62,169,57,2016-February
2016-03-16,16,March,2016,47,M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5.0,14,78,14,2016-March
2016-06-11,11,June,2016,32,M,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5.0,59,165,56,2016-June
2016-01-25,25,January,2016,40,M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5.0,16,80,14,2016-January
2016-06-01,1,June,2016,35,M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3835.6160000000004,1335,3556,2171,2016-June
2016-02-16,16,February,2016,34,M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35.0,267,538,221,2016-February
2016-07-19,19,July,2016,40,M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5.0,14,76,12,2016-July
2016-04-12,12,April,2016,34,M,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,27,12,33.0,424,798,324,2016-April
2016-03-08,8,March,2016,24,M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35.0,16,79,13,2016-March
2016-04-30,30,April,2016,34,M,Australia,New South Wales,Clothing,Vests,"Classic Vest, M",17,24,64.0,539,997,408,2016-April
2016-01-09,9,January,2016,40,F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",3,2171,3578.0,4114,10677,6513,2016-January
2016-06-18,18,June,2016,27,M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5.0,2,54,2,2016-June
2016-07-14,14,July,2016,22,M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5.0,8,66,8,2016-July
2016-03-25,25,March,2016,46,M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5.0,8,64,6,2016-March
2016-02-20,20,February,2016,44,M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5.0,17,79,12,2016-February
2016-06-10,10,June,2016,44,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2.0,7,66,9,2016-June
2016-06-22,22,June,2016,30,M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, M",4,26,75.04,137,291,104,2016-June
2016-04-24,24,April,2016,26,M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.144,13,87,24,2016-April
2016-06-21,21,June,2016,39,F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,24,9,25.0,258,524,216,2016-June
2016-02-10,10,February,2016,60,F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",3,308,565.0,754,1728,924,2016-February
2016-02-19,19,February,2016,53,M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295.0,1260,3814,2504,2016-February
2016-01-06,6,January,2016,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2.0,13,80,17,2016-January
2016-03-20,20,March,2016,17,F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9.648,29,94,15,2016-March
2016-05-14,14,May,2016,22,M,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10.72,120,274,104,2016-May
2016-04-22,22,April,2016,47,F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10.72,70,168,48,2016-April
2016-06-30,30,June,2016,37,M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,11,8,22.0,123,261,88,2016-June
2016-01-28,28,January,2016,37,M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.0,74,174,50,2016-January
2016-02-04,4,February,2016,17,M,Germany,Bayern,Clothing,Caps,AWC Logo Cap,1,7,9.0,2,59,7,2016-February
2016-06-29,29,June,2016,35,M,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5.36,69,179,60,2016-June
2016-03-14,14,March,2016,35,M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",26,26,75.04,744,1470,676,2016-March
2016-05-19,19,May,2016,24,M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5.0,37,121,34,2016-May
2016-01-31,31,January,2016,38,F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5.0,39,129,40,2016-January
2016-01-14,14,January,2016,45,M,United States,California,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2618.896,839,2444,1555,2016-January
2016-03-04,4,March,2016,19,F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2.0,6,63,7,2016-March
2016-04-07,7,April,2016,31,M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769.0,249,719,420,2016-April
2016-04-27,27,April,2016,22,F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2.0,4,59,5,2016-April
2016-06-09,9,June,2016,37,F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,128.64000000000001,73,168,45,2016-June
2016-01-25,25,January,2016,35,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35.0,454,842,338,2016-January
